pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
Generating data ... n_rollout=90, time_step=75
Training data generated, warpping up stats ...
stats warmed done!
Generating data ... n_rollout=10, time_step=75
Training data generated, warpping up stats ...
phase: valid
Loading stat from data/data_PassWater/stat.h5 ...
stats warmed done!
data generate done!
dataloaders generate done!
particle encoder input size:  18
particle encoder input size:  18
Number of parameters: 1075610
train [0/1000][0/6660] n_relations: 8937, Loss: 0.965584, Agg: 0.965584
train [65/1000] Loss: 0.3300, Best valid: 0.3376
valid [65/1000][0/740] n_relations: 11872, Loss: 0.124683, Agg: 0.124683
valid [65/1000][200/740] n_relations: 13927, Loss: 0.245175, Agg: 0.351075
valid [65/1000][400/740] n_relations: 11193, Loss: 0.324774, Agg: 0.324720
valid [65/1000][600/740] n_relations: 7175, Loss: 0.350416, Agg: 0.335322
valid [65/1000] Loss: 0.3373, Best valid: 0.3376
train [66/1000][0/6660] n_relations: 13541, Loss: 0.246954, Agg: 0.246954
train [66/1000][200/6660] n_relations: 15023, Loss: 0.433556, Agg: 0.331834
train [66/1000][400/6660] n_relations: 6617, Loss: 0.320911, Agg: 0.327001
train [66/1000][600/6660] n_relations: 10047, Loss: 0.275526, Agg: 0.325337
train [66/1000][800/6660] n_relations: 4637, Loss: 0.381718, Agg: 0.326393
train [66/1000][1000/6660] n_relations: 13116, Loss: 0.358252, Agg: 0.327910
train [66/1000][1200/6660] n_relations: 4439, Loss: 0.341089, Agg: 0.329892
train [66/1000][1400/6660] n_relations: 13799, Loss: 0.257663, Agg: 0.329860
train [66/1000][1600/6660] n_relations: 18566, Loss: 0.307462, Agg: 0.330308
train [66/1000][1800/6660] n_relations: 21488, Loss: 0.264416, Agg: 0.330217
train [66/1000][2000/6660] n_relations: 19214, Loss: 0.313296, Agg: 0.329632
train [66/1000][2200/6660] n_relations: 6044, Loss: 0.377370, Agg: 0.329702
train [66/1000][2400/6660] n_relations: 4312, Loss: 0.270906, Agg: 0.329929
train [66/1000][2600/6660] n_relations: 10905, Loss: 0.385941, Agg: 0.329135
train [66/1000][2800/6660] n_relations: 4562, Loss: 0.346113, Agg: 0.329014
train [66/1000][3000/6660] n_relations: 6223, Loss: 0.370232, Agg: 0.329004
train [66/1000][3200/6660] n_relations: 22482, Loss: 0.537967, Agg: 0.328796
train [66/1000][3400/6660] n_relations: 8810, Loss: 0.328455, Agg: 0.328734
train [66/1000][3600/6660] n_relations: 4827, Loss: 0.310857, Agg: 0.328738
train [66/1000][3800/6660] n_relations: 9781, Loss: 0.203655, Agg: 0.328230
train [66/1000][4000/6660] n_relations: 9527, Loss: 0.391920, Agg: 0.328619
train [66/1000][4200/6660] n_relations: 7322, Loss: 0.254993, Agg: 0.328751
train [66/1000][4400/6660] n_relations: 8298, Loss: 0.362372, Agg: 0.328891
train [66/1000][4600/6660] n_relations: 3995, Loss: 0.349567, Agg: 0.328599
train [66/1000][4800/6660] n_relations: 10670, Loss: 0.286507, Agg: 0.328576
train [66/1000][5000/6660] n_relations: 5957, Loss: 0.381457, Agg: 0.329149
train [66/1000][5200/6660] n_relations: 5477, Loss: 0.303483, Agg: 0.328867
train [66/1000][5400/6660] n_relations: 13599, Loss: 0.287289, Agg: 0.328831
train [66/1000][5600/6660] n_relations: 11208, Loss: 0.375345, Agg: 0.329091
train [66/1000][5800/6660] n_relations: 9478, Loss: 0.319244, Agg: 0.329159
train [66/1000][6000/6660] n_relations: 22392, Loss: 0.297935, Agg: 0.329214
train [66/1000][6200/6660] n_relations: 15340, Loss: 0.378032, Agg: 0.329418
train [66/1000][6400/6660] n_relations: 9630, Loss: 0.395922, Agg: 0.329465
train [66/1000][6600/6660] n_relations: 14584, Loss: 0.383039, Agg: 0.329431
train [66/1000] Loss: 0.3294, Best valid: 0.3373
valid [66/1000][0/740] n_relations: 11872, Loss: 0.114962, Agg: 0.114962
valid [66/1000][200/740] n_relations: 13927, Loss: 0.234996, Agg: 0.350980
valid [66/1000][400/740] n_relations: 11193, Loss: 0.312650, Agg: 0.323321
valid [66/1000][600/740] n_relations: 7175, Loss: 0.352905, Agg: 0.333215
valid [66/1000] Loss: 0.3348, Best valid: 0.3373
train [67/1000][0/6660] n_relations: 21203, Loss: 0.362734, Agg: 0.362734
train [67/1000][200/6660] n_relations: 18485, Loss: 0.266792, Agg: 0.331331
train [67/1000][400/6660] n_relations: 20902, Loss: 0.300864, Agg: 0.328692
train [67/1000][600/6660] n_relations: 4492, Loss: 0.306575, Agg: 0.326696
train [67/1000][800/6660] n_relations: 16179, Loss: 0.362298, Agg: 0.325752
train [67/1000][1000/6660] n_relations: 4672, Loss: 0.338852, Agg: 0.325370
train [67/1000][1200/6660] n_relations: 13009, Loss: 0.328648, Agg: 0.325199
train [67/1000][1400/6660] n_relations: 14251, Loss: 0.405292, Agg: 0.326238
train [67/1000][1600/6660] n_relations: 12040, Loss: 0.298695, Agg: 0.325837
train [67/1000][1800/6660] n_relations: 23887, Loss: 0.492778, Agg: 0.325812
train [67/1000][2000/6660] n_relations: 9775, Loss: 0.359265, Agg: 0.325726
train [67/1000][2200/6660] n_relations: 4589, Loss: 0.348975, Agg: 0.326380
train [67/1000][2400/6660] n_relations: 14205, Loss: 0.316971, Agg: 0.327213
train [67/1000][2600/6660] n_relations: 7524, Loss: 0.352450, Agg: 0.326433
train [67/1000][2800/6660] n_relations: 5523, Loss: 0.216181, Agg: 0.326971
train [67/1000][3000/6660] n_relations: 12447, Loss: 0.425752, Agg: 0.326469
train [67/1000][3200/6660] n_relations: 10169, Loss: 0.275844, Agg: 0.327084
train [67/1000][3400/6660] n_relations: 7277, Loss: 0.201709, Agg: 0.327363
train [67/1000][3600/6660] n_relations: 9607, Loss: 0.356768, Agg: 0.327236
train [67/1000][3800/6660] n_relations: 4692, Loss: 0.195855, Agg: 0.327360
train [67/1000][4000/6660] n_relations: 5182, Loss: 0.386747, Agg: 0.327349
train [67/1000][4200/6660] n_relations: 9427, Loss: 0.394113, Agg: 0.327958
train [67/1000][4400/6660] n_relations: 5544, Loss: 0.198139, Agg: 0.328370
train [67/1000][4600/6660] n_relations: 6576, Loss: 0.287818, Agg: 0.328267
train [67/1000][4800/6660] n_relations: 21251, Loss: 0.236243, Agg: 0.328400
train [67/1000][5000/6660] n_relations: 14297, Loss: 0.399832, Agg: 0.328101
train [67/1000][5200/6660] n_relations: 7116, Loss: 0.313770, Agg: 0.328452
train [67/1000][5400/6660] n_relations: 6575, Loss: 0.284416, Agg: 0.328417
train [67/1000][5600/6660] n_relations: 19532, Loss: 0.297245, Agg: 0.328303
train [67/1000][5800/6660] n_relations: 22104, Loss: 0.443462, Agg: 0.328677
train [67/1000][6000/6660] n_relations: 12527, Loss: 0.385779, Agg: 0.328643
train [67/1000][6200/6660] n_relations: 4854, Loss: 0.428432, Agg: 0.328426
train [67/1000][6400/6660] n_relations: 19091, Loss: 0.269865, Agg: 0.328670
train [67/1000][6600/6660] n_relations: 11004, Loss: 0.237214, Agg: 0.328597
train [67/1000] Loss: 0.3285, Best valid: 0.3348
valid [67/1000][0/740] n_relations: 11872, Loss: 0.184819, Agg: 0.184819
valid [67/1000][200/740] n_relations: 13927, Loss: 0.236689, Agg: 0.349251
valid [67/1000][400/740] n_relations: 11193, Loss: 0.321509, Agg: 0.322402
valid [67/1000][600/740] n_relations: 7175, Loss: 0.350675, Agg: 0.332102
valid [67/1000] Loss: 0.3339, Best valid: 0.3348
train [68/1000][0/6660] n_relations: 16507, Loss: 0.339489, Agg: 0.339489
train [68/1000][200/6660] n_relations: 5903, Loss: 0.466606, Agg: 0.327654
train [68/1000][400/6660] n_relations: 6497, Loss: 0.394717, Agg: 0.327652
train [68/1000][600/6660] n_relations: 8224, Loss: 0.333043, Agg: 0.328914
train [68/1000][800/6660] n_relations: 8274, Loss: 0.352029, Agg: 0.328463
train [68/1000][1000/6660] n_relations: 10352, Loss: 0.292703, Agg: 0.329820
train [68/1000][1200/6660] n_relations: 5840, Loss: 0.460015, Agg: 0.327670
train [68/1000][1400/6660] n_relations: 5070, Loss: 0.279179, Agg: 0.327846
train [68/1000][1600/6660] n_relations: 17170, Loss: 0.416340, Agg: 0.326902
train [68/1000][1800/6660] n_relations: 5197, Loss: 0.316813, Agg: 0.326608
train [68/1000][2000/6660] n_relations: 10741, Loss: 0.445519, Agg: 0.327150
train [68/1000][2200/6660] n_relations: 19091, Loss: 0.270825, Agg: 0.327499
train [68/1000][2400/6660] n_relations: 3974, Loss: 0.209008, Agg: 0.327690
train [68/1000][2600/6660] n_relations: 21059, Loss: 0.380383, Agg: 0.327497
train [68/1000][2800/6660] n_relations: 23438, Loss: 0.282314, Agg: 0.327327
train [68/1000][3000/6660] n_relations: 3900, Loss: 0.256913, Agg: 0.327531
train [68/1000][3200/6660] n_relations: 11259, Loss: 0.355327, Agg: 0.327057
train [68/1000][3400/6660] n_relations: 9241, Loss: 0.316279, Agg: 0.327375
train [68/1000][3600/6660] n_relations: 14314, Loss: 0.359442, Agg: 0.326958
train [68/1000][3800/6660] n_relations: 3474, Loss: 0.399002, Agg: 0.326391
train [68/1000][4000/6660] n_relations: 18726, Loss: 0.339815, Agg: 0.327020
train [68/1000][4200/6660] n_relations: 9494, Loss: 0.271179, Agg: 0.327152
train [68/1000][4400/6660] n_relations: 13277, Loss: 0.320892, Agg: 0.327294
train [68/1000][4600/6660] n_relations: 18998, Loss: 0.307055, Agg: 0.327310
train [68/1000][4800/6660] n_relations: 3819, Loss: 0.396069, Agg: 0.327497
train [68/1000][5000/6660] n_relations: 4420, Loss: 0.233711, Agg: 0.327282
train [68/1000][5200/6660] n_relations: 10966, Loss: 0.403481, Agg: 0.327507
train [68/1000][5400/6660] n_relations: 10931, Loss: 0.327096, Agg: 0.327765
train [68/1000][5600/6660] n_relations: 7856, Loss: 0.418948, Agg: 0.327742
train [68/1000][5800/6660] n_relations: 20050, Loss: 0.393737, Agg: 0.327626
train [68/1000][6000/6660] n_relations: 5279, Loss: 0.321085, Agg: 0.327768
train [68/1000][6200/6660] n_relations: 9315, Loss: 0.384772, Agg: 0.327941
train [68/1000][6400/6660] n_relations: 4217, Loss: 0.314128, Agg: 0.327803
train [68/1000][6600/6660] n_relations: 5260, Loss: 0.311008, Agg: 0.327815
train [68/1000] Loss: 0.3278, Best valid: 0.3339
valid [68/1000][0/740] n_relations: 11872, Loss: 0.117023, Agg: 0.117023
valid [68/1000][200/740] n_relations: 13927, Loss: 0.245833, Agg: 0.349065
valid [68/1000][400/740] n_relations: 11193, Loss: 0.316465, Agg: 0.323191
valid [68/1000][600/740] n_relations: 7175, Loss: 0.348446, Agg: 0.333833
valid [68/1000] Loss: 0.3358, Best valid: 0.3339
train [69/1000][0/6660] n_relations: 10879, Loss: 0.504933, Agg: 0.504933
train [69/1000][200/6660] n_relations: 19273, Loss: 0.324233, Agg: 0.315490
train [69/1000][400/6660] n_relations: 16909, Loss: 0.419807, Agg: 0.318998
train [69/1000][600/6660] n_relations: 9303, Loss: 0.318104, Agg: 0.324062
train [69/1000][800/6660] n_relations: 22392, Loss: 0.320791, Agg: 0.325829
train [69/1000][1000/6660] n_relations: 16846, Loss: 0.335488, Agg: 0.327032
train [69/1000][1200/6660] n_relations: 6824, Loss: 0.378534, Agg: 0.326122
train [69/1000][1400/6660] n_relations: 9389, Loss: 0.323353, Agg: 0.325803
train [69/1000][1600/6660] n_relations: 3878, Loss: 0.283034, Agg: 0.326774
train [69/1000][1800/6660] n_relations: 4575, Loss: 0.327911, Agg: 0.326808
train [69/1000][2000/6660] n_relations: 22960, Loss: 0.405898, Agg: 0.326961
train [69/1000][2200/6660] n_relations: 8816, Loss: 0.380516, Agg: 0.327040
train [69/1000][2400/6660] n_relations: 9428, Loss: 0.384605, Agg: 0.327058
train [69/1000][2600/6660] n_relations: 9508, Loss: 0.307602, Agg: 0.327005
train [69/1000][2800/6660] n_relations: 4295, Loss: 0.349175, Agg: 0.327114
train [69/1000][3000/6660] n_relations: 8967, Loss: 0.408543, Agg: 0.327629
train [69/1000][3200/6660] n_relations: 8242, Loss: 0.255247, Agg: 0.327133
train [69/1000][3400/6660] n_relations: 7982, Loss: 0.327439, Agg: 0.327150
train [69/1000][3600/6660] n_relations: 19197, Loss: 0.251800, Agg: 0.326951
train [69/1000][3800/6660] n_relations: 16342, Loss: 0.381910, Agg: 0.326783
train [69/1000][4000/6660] n_relations: 12242, Loss: 0.311347, Agg: 0.327209
train [69/1000][4200/6660] n_relations: 14040, Loss: 0.280306, Agg: 0.326949
train [69/1000][4400/6660] n_relations: 9504, Loss: 0.286925, Agg: 0.326441
train [69/1000][4600/6660] n_relations: 5395, Loss: 0.237723, Agg: 0.326168
train [69/1000][4800/6660] n_relations: 6110, Loss: 0.322704, Agg: 0.326183
train [69/1000][5000/6660] n_relations: 9281, Loss: 0.378719, Agg: 0.326138
train [69/1000][5200/6660] n_relations: 15997, Loss: 0.351154, Agg: 0.326254
train [69/1000][5400/6660] n_relations: 7046, Loss: 0.367101, Agg: 0.326323
train [69/1000][5600/6660] n_relations: 7493, Loss: 0.288552, Agg: 0.326382
train [69/1000][5800/6660] n_relations: 9768, Loss: 0.398530, Agg: 0.326532
train [69/1000][6000/6660] n_relations: 6857, Loss: 0.241999, Agg: 0.326629
train [69/1000][6200/6660] n_relations: 10187, Loss: 0.281341, Agg: 0.326713
train [69/1000][6400/6660] n_relations: 11977, Loss: 0.387949, Agg: 0.326968
train [69/1000][6600/6660] n_relations: 13405, Loss: 0.267801, Agg: 0.326755
train [69/1000] Loss: 0.3266, Best valid: 0.3339
valid [69/1000][0/740] n_relations: 11872, Loss: 0.229894, Agg: 0.229894
valid [69/1000][200/740] n_relations: 13927, Loss: 0.241804, Agg: 0.350687
valid [69/1000][400/740] n_relations: 11193, Loss: 0.312140, Agg: 0.323757
valid [69/1000][600/740] n_relations: 7175, Loss: 0.341499, Agg: 0.333653
valid [69/1000] Loss: 0.3357, Best valid: 0.3339
train [70/1000][0/6660] n_relations: 10280, Loss: 0.427086, Agg: 0.427086
train [70/1000][200/6660] n_relations: 3516, Loss: 0.232499, Agg: 0.331623
train [70/1000][400/6660] n_relations: 4739, Loss: 0.332783, Agg: 0.325091
train [70/1000][600/6660] n_relations: 19214, Loss: 0.334423, Agg: 0.323876
train [70/1000][800/6660] n_relations: 3593, Loss: 0.336605, Agg: 0.323047
train [70/1000][1000/6660] n_relations: 5780, Loss: 0.401985, Agg: 0.322977
train [70/1000][1200/6660] n_relations: 12421, Loss: 0.348883, Agg: 0.323733
train [70/1000][1400/6660] n_relations: 5603, Loss: 0.270852, Agg: 0.323684
train [70/1000][1600/6660] n_relations: 5875, Loss: 0.318604, Agg: 0.324356
train [70/1000][1800/6660] n_relations: 14809, Loss: 0.447078, Agg: 0.324904
train [70/1000][2000/6660] n_relations: 12540, Loss: 0.248722, Agg: 0.325164
train [70/1000][2200/6660] n_relations: 9239, Loss: 0.333459, Agg: 0.324715
train [70/1000][2400/6660] n_relations: 4068, Loss: 0.269028, Agg: 0.324261
train [70/1000][2600/6660] n_relations: 13625, Loss: 0.244625, Agg: 0.324465
train [70/1000][2800/6660] n_relations: 23131, Loss: 0.316417, Agg: 0.324674
train [70/1000][3000/6660] n_relations: 5245, Loss: 0.201258, Agg: 0.325336
train [70/1000][3200/6660] n_relations: 11101, Loss: 0.329048, Agg: 0.324994
train [70/1000][3400/6660] n_relations: 9279, Loss: 0.250487, Agg: 0.325076
train [70/1000][3600/6660] n_relations: 4137, Loss: 0.279268, Agg: 0.324875
train [70/1000][3800/6660] n_relations: 4914, Loss: 0.241786, Agg: 0.325289
train [70/1000][4000/6660] n_relations: 8188, Loss: 0.365024, Agg: 0.325545
train [70/1000][4200/6660] n_relations: 6881, Loss: 0.393239, Agg: 0.325848
train [70/1000][4400/6660] n_relations: 12196, Loss: 0.377706, Agg: 0.326062
train [70/1000][4600/6660] n_relations: 16093, Loss: 0.320460, Agg: 0.325966
train [70/1000][4800/6660] n_relations: 9468, Loss: 0.422452, Agg: 0.326002
train [70/1000][5000/6660] n_relations: 13747, Loss: 0.198107, Agg: 0.326038
train [70/1000][5200/6660] n_relations: 13235, Loss: 0.288736, Agg: 0.325718
train [70/1000][5400/6660] n_relations: 9987, Loss: 0.305341, Agg: 0.325574
train [70/1000][5600/6660] n_relations: 18292, Loss: 0.386175, Agg: 0.325562
train [70/1000][5800/6660] n_relations: 11117, Loss: 0.324248, Agg: 0.325604
train [70/1000][6000/6660] n_relations: 14446, Loss: 0.249558, Agg: 0.325694
train [70/1000][6200/6660] n_relations: 10769, Loss: 0.262467, Agg: 0.325779
train [70/1000][6400/6660] n_relations: 14540, Loss: 0.459128, Agg: 0.325772
train [70/1000][6600/6660] n_relations: 9525, Loss: 0.427337, Agg: 0.325832
train [70/1000] Loss: 0.3260, Best valid: 0.3339
valid [70/1000][0/740] n_relations: 11872, Loss: 0.135297, Agg: 0.135297
valid [70/1000][200/740] n_relations: 13927, Loss: 0.249539, Agg: 0.362023
valid [70/1000][400/740] n_relations: 11193, Loss: 0.310326, Agg: 0.333682
valid [70/1000][600/740] n_relations: 7175, Loss: 0.346862, Agg: 0.342111
valid [70/1000] Loss: 0.3427, Best valid: 0.3339
train [71/1000][0/6660] n_relations: 13168, Loss: 0.299971, Agg: 0.299971
train [71/1000][200/6660] n_relations: 9731, Loss: 0.344945, Agg: 0.328846
train [71/1000][400/6660] n_relations: 4560, Loss: 0.318081, Agg: 0.325813
train [71/1000][600/6660] n_relations: 4129, Loss: 0.293182, Agg: 0.325872
train [71/1000][800/6660] n_relations: 14548, Loss: 0.392213, Agg: 0.326723
train [71/1000][1000/6660] n_relations: 4850, Loss: 0.225984, Agg: 0.324802
train [71/1000][1200/6660] n_relations: 9409, Loss: 0.376806, Agg: 0.325283
train [71/1000][1400/6660] n_relations: 11650, Loss: 0.386544, Agg: 0.325937
train [71/1000][1600/6660] n_relations: 19664, Loss: 0.231860, Agg: 0.326451
train [71/1000][1800/6660] n_relations: 17915, Loss: 0.414670, Agg: 0.326448
train [71/1000][2000/6660] n_relations: 18707, Loss: 0.281256, Agg: 0.326243
train [71/1000][2200/6660] n_relations: 13747, Loss: 0.318940, Agg: 0.326814
train [71/1000][2400/6660] n_relations: 4420, Loss: 0.379624, Agg: 0.326079
train [71/1000][2600/6660] n_relations: 19687, Loss: 0.333240, Agg: 0.325939
train [71/1000][2800/6660] n_relations: 5346, Loss: 0.243369, Agg: 0.325535
train [71/1000][3000/6660] n_relations: 6548, Loss: 0.319912, Agg: 0.325582
train [71/1000][3200/6660] n_relations: 5355, Loss: 0.391953, Agg: 0.325141
train [71/1000][3400/6660] n_relations: 13884, Loss: 0.262653, Agg: 0.324601
train [71/1000][3600/6660] n_relations: 20983, Loss: 0.373813, Agg: 0.324541
train [71/1000][3800/6660] n_relations: 4548, Loss: 0.414372, Agg: 0.324583
train [71/1000][4000/6660] n_relations: 9185, Loss: 0.326704, Agg: 0.324371
train [71/1000][4200/6660] n_relations: 10768, Loss: 0.431338, Agg: 0.325032
train [71/1000][4400/6660] n_relations: 4182, Loss: 0.354762, Agg: 0.325222
train [71/1000][4600/6660] n_relations: 5605, Loss: 0.316619, Agg: 0.325457
train [71/1000][4800/6660] n_relations: 11643, Loss: 0.257877, Agg: 0.325375
train [71/1000][5000/6660] n_relations: 13755, Loss: 0.407374, Agg: 0.325051
train [71/1000][5200/6660] n_relations: 4471, Loss: 0.351042, Agg: 0.324947
train [71/1000][5400/6660] n_relations: 19649, Loss: 0.320875, Agg: 0.324955
train [71/1000][5600/6660] n_relations: 13933, Loss: 0.258129, Agg: 0.325094
train [71/1000][5800/6660] n_relations: 12034, Loss: 0.374875, Agg: 0.324998
train [71/1000][6000/6660] n_relations: 9473, Loss: 0.370224, Agg: 0.324809
train [71/1000][6200/6660] n_relations: 11357, Loss: 0.206884, Agg: 0.324845
train [71/1000][6400/6660] n_relations: 7021, Loss: 0.296700, Agg: 0.324993
train [71/1000][6600/6660] n_relations: 17227, Loss: 0.341359, Agg: 0.325116
train [71/1000] Loss: 0.3252, Best valid: 0.3339
valid [71/1000][0/740] n_relations: 11872, Loss: 0.178766, Agg: 0.178766
valid [71/1000][200/740] n_relations: 13927, Loss: 0.236279, Agg: 0.350783
valid [71/1000][400/740] n_relations: 11193, Loss: 0.331186, Agg: 0.324434
valid [71/1000][600/740] n_relations: 7175, Loss: 0.344783, Agg: 0.335088
valid [71/1000] Loss: 0.3374, Best valid: 0.3339
Epoch    71: reducing learning rate of group 0 to 6.4000e-05.
train [72/1000][0/6660] n_relations: 4406, Loss: 0.415936, Agg: 0.415936
train [72/1000][200/6660] n_relations: 3669, Loss: 0.283747, Agg: 0.320691
train [72/1000][400/6660] n_relations: 12710, Loss: 0.337952, Agg: 0.320295
train [72/1000][600/6660] n_relations: 5561, Loss: 0.295143, Agg: 0.321190
train [72/1000][800/6660] n_relations: 5568, Loss: 0.321820, Agg: 0.322045
train [72/1000][1000/6660] n_relations: 8462, Loss: 0.204968, Agg: 0.322133
train [72/1000][1200/6660] n_relations: 11491, Loss: 0.256441, Agg: 0.322870
train [72/1000][1400/6660] n_relations: 3815, Loss: 0.268969, Agg: 0.321779
train [72/1000][1600/6660] n_relations: 19484, Loss: 0.291634, Agg: 0.320471
train [72/1000][1800/6660] n_relations: 4843, Loss: 0.476534, Agg: 0.320047
train [72/1000][2000/6660] n_relations: 7298, Loss: 0.372264, Agg: 0.319151
train [72/1000][2200/6660] n_relations: 4793, Loss: 0.306201, Agg: 0.320602
train [72/1000][2400/6660] n_relations: 5295, Loss: 0.332855, Agg: 0.320904
train [72/1000][2600/6660] n_relations: 5564, Loss: 0.393684, Agg: 0.321333
train [72/1000][2800/6660] n_relations: 22839, Loss: 0.353561, Agg: 0.321430
train [72/1000][3000/6660] n_relations: 19545, Loss: 0.319087, Agg: 0.321392
train [72/1000][3200/6660] n_relations: 18730, Loss: 0.231223, Agg: 0.321044
train [72/1000][3400/6660] n_relations: 11308, Loss: 0.387347, Agg: 0.321305
train [72/1000][3600/6660] n_relations: 11016, Loss: 0.262127, Agg: 0.321048
train [72/1000][3800/6660] n_relations: 3972, Loss: 0.366995, Agg: 0.320634
train [72/1000][4000/6660] n_relations: 13792, Loss: 0.497764, Agg: 0.320443
train [72/1000][4200/6660] n_relations: 11039, Loss: 0.324216, Agg: 0.320372
train [72/1000][4400/6660] n_relations: 7899, Loss: 0.359195, Agg: 0.320284
train [72/1000][4600/6660] n_relations: 4571, Loss: 0.349793, Agg: 0.320431
train [72/1000][4800/6660] n_relations: 14653, Loss: 0.337473, Agg: 0.320848
train [72/1000][5000/6660] n_relations: 4611, Loss: 0.263002, Agg: 0.320818
train [72/1000][5200/6660] n_relations: 16129, Loss: 0.385469, Agg: 0.320804
train [72/1000][5400/6660] n_relations: 13925, Loss: 0.297728, Agg: 0.321113
train [72/1000][5600/6660] n_relations: 14812, Loss: 0.296805, Agg: 0.321108
train [72/1000][5800/6660] n_relations: 15539, Loss: 0.280832, Agg: 0.321183
train [72/1000][6000/6660] n_relations: 5254, Loss: 0.254397, Agg: 0.320929
train [72/1000][6200/6660] n_relations: 16584, Loss: 0.272570, Agg: 0.321312
train [72/1000][6400/6660] n_relations: 10865, Loss: 0.452203, Agg: 0.321462
train [72/1000][6600/6660] n_relations: 4527, Loss: 0.327315, Agg: 0.321707
train [72/1000] Loss: 0.3218, Best valid: 0.3339
valid [72/1000][0/740] n_relations: 11872, Loss: 0.167810, Agg: 0.167810
valid [72/1000][200/740] n_relations: 13927, Loss: 0.232845, Agg: 0.345905
valid [72/1000][400/740] n_relations: 11193, Loss: 0.318593, Agg: 0.318785
valid [72/1000][600/740] n_relations: 7175, Loss: 0.341503, Agg: 0.328652
valid [72/1000] Loss: 0.3304, Best valid: 0.3339
train [73/1000][0/6660] n_relations: 8649, Loss: 0.294488, Agg: 0.294488
train [73/1000][200/6660] n_relations: 8340, Loss: 0.427681, Agg: 0.331234
train [73/1000][400/6660] n_relations: 18991, Loss: 0.257113, Agg: 0.318400
train [73/1000][600/6660] n_relations: 19496, Loss: 0.317120, Agg: 0.319238
train [73/1000][800/6660] n_relations: 12698, Loss: 0.457474, Agg: 0.321497
train [73/1000][1000/6660] n_relations: 5223, Loss: 0.277002, Agg: 0.321785
train [73/1000][1200/6660] n_relations: 8217, Loss: 0.320632, Agg: 0.321326
train [73/1000][1400/6660] n_relations: 16716, Loss: 0.196933, Agg: 0.321577
train [73/1000][1600/6660] n_relations: 9395, Loss: 0.358851, Agg: 0.321438
train [73/1000][1800/6660] n_relations: 18826, Loss: 0.299322, Agg: 0.320400
train [73/1000][2000/6660] n_relations: 19367, Loss: 0.199488, Agg: 0.319949
train [73/1000][2200/6660] n_relations: 5406, Loss: 0.311312, Agg: 0.319702
train [73/1000][2400/6660] n_relations: 4548, Loss: 0.384689, Agg: 0.320373
train [73/1000][2600/6660] n_relations: 11137, Loss: 0.572252, Agg: 0.320711
train [73/1000][2800/6660] n_relations: 8478, Loss: 0.325978, Agg: 0.320695
train [73/1000][3000/6660] n_relations: 23825, Loss: 0.170617, Agg: 0.319959
train [73/1000][3200/6660] n_relations: 8145, Loss: 0.257785, Agg: 0.319872
train [73/1000][3400/6660] n_relations: 11887, Loss: 0.214244, Agg: 0.320084
train [73/1000][3600/6660] n_relations: 5905, Loss: 0.405631, Agg: 0.319546
train [73/1000][3800/6660] n_relations: 10576, Loss: 0.259071, Agg: 0.319408
train [73/1000][4000/6660] n_relations: 4976, Loss: 0.351102, Agg: 0.319641
train [73/1000][4200/6660] n_relations: 4849, Loss: 0.306872, Agg: 0.320110
train [73/1000][4400/6660] n_relations: 5108, Loss: 0.288646, Agg: 0.319964
train [73/1000][4600/6660] n_relations: 11380, Loss: 0.260454, Agg: 0.320334
train [73/1000][4800/6660] n_relations: 5943, Loss: 0.415647, Agg: 0.320376
train [73/1000][5000/6660] n_relations: 4503, Loss: 0.336790, Agg: 0.320573
train [73/1000][5200/6660] n_relations: 11798, Loss: 0.379720, Agg: 0.320527
train [73/1000][5400/6660] n_relations: 6039, Loss: 0.482806, Agg: 0.320484
train [73/1000][5600/6660] n_relations: 14183, Loss: 0.278920, Agg: 0.320540
train [73/1000][5800/6660] n_relations: 9861, Loss: 0.355337, Agg: 0.320497
train [73/1000][6000/6660] n_relations: 9403, Loss: 0.251919, Agg: 0.320492
train [73/1000][6200/6660] n_relations: 14389, Loss: 0.291949, Agg: 0.320751
train [73/1000][6400/6660] n_relations: 11732, Loss: 0.323371, Agg: 0.321033
train [73/1000][6600/6660] n_relations: 13665, Loss: 0.288140, Agg: 0.320985
train [73/1000] Loss: 0.3209, Best valid: 0.3304
valid [73/1000][0/740] n_relations: 11872, Loss: 0.111341, Agg: 0.111341
valid [73/1000][200/740] n_relations: 13927, Loss: 0.232568, Agg: 0.345311
valid [73/1000][400/740] n_relations: 11193, Loss: 0.309293, Agg: 0.318732
valid [73/1000][600/740] n_relations: 7175, Loss: 0.336833, Agg: 0.328523
valid [73/1000] Loss: 0.3303, Best valid: 0.3304
train [74/1000][0/6660] n_relations: 3259, Loss: 0.296199, Agg: 0.296199
train [74/1000][200/6660] n_relations: 8002, Loss: 0.209725, Agg: 0.321959
train [74/1000][400/6660] n_relations: 3604, Loss: 0.367654, Agg: 0.320932
train [74/1000][600/6660] n_relations: 15932, Loss: 0.395798, Agg: 0.320435
train [74/1000][800/6660] n_relations: 8441, Loss: 0.354182, Agg: 0.321415
train [74/1000][1000/6660] n_relations: 20234, Loss: 0.400730, Agg: 0.321677
train [74/1000][1200/6660] n_relations: 5223, Loss: 0.351875, Agg: 0.320722
train [74/1000][1400/6660] n_relations: 3348, Loss: 0.350960, Agg: 0.321760
